Source,Target,Weight,Type
ekaterina-vtoraja-iz-zhizni-rjurika_fem,blok-balaganchik_fem,1,undirected
ekaterina-vtoraja-iz-zhizni-rjurika_fem,ekaterina-vtoraja-iz-zhizni-rjurika_male,3,undirected
ekaterina-vtoraja-iz-zhizni-rjurika_fem,knyazhnin-rosslav_male,1,undirected
ekaterina-vtoraja-iz-zhizni-rjurika_fem,lomonosov-tamira-i-selim_male,2,undirected
ekaterina-vtoraja-iz-zhizni-rjurika_fem,prutkov-oprometchivyj-turka_fem,2,undirected
ekaterina-vtoraja-iz-zhizni-rjurika_fem,sumarokov-tresotinius_fem,1,undirected
ekaterina-vtoraja-iz-zhizni-rjurika_male,ekaterina-vtoraja-iz-zhizni-rjurika_fem,3,undirected
ekaterina-vtoraja-iz-zhizni-rjurika_male,kheraskov-plamena_male,3,undirected
ekaterina-vtoraja-iz-zhizni-rjurika_male,lomonosov-tamira-i-selim_male,2,undirected
ekaterina-vtoraja-iz-zhizni-rjurika_male,ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,1,undirected
ekaterina-vtoraja-o-vremja_fem,ekaterina-vtoraja-o-vremja_male,3,undirected
ekaterina-vtoraja-o-vremja_fem,fonvizin-nedorosl_male,3,undirected
ekaterina-vtoraja-o-vremja_fem,kropotov-fomushka_male,1,undirected
ekaterina-vtoraja-o-vremja_fem,leskov-rastochitel_male,2,undirected
ekaterina-vtoraja-o-vremja_male,ekaterina-vtoraja-o-vremja_fem,3,undirected
ekaterina-vtoraja-o-vremja_male,fonvizin-brigadir_male,1,undirected
ekaterina-vtoraja-o-vremja_male,fonvizin-nedorosl_male,2,undirected
ekaterina-vtoraja-rasstroennaja-semja_fem,ekaterina-vtoraja-rasstroennaja-semja_male,3,undirected
ekaterina-vtoraja-rasstroennaja-semja_fem,fonvizin-brigadir_male,2,undirected
ekaterina-vtoraja-rasstroennaja-semja_fem,lermontov-menschen-und-leidenschaften_male,1,undirected
ekaterina-vtoraja-rasstroennaja-semja_male,ekaterina-vtoraja-rasstroennaja-semja_fem,3,undirected
ekaterina-vtoraja-rasstroennaja-semja_male,fonvizin-brigadir_male,3,undirected
ekaterina-vtoraja-rasstroennaja-semja_male,fonvizin-nedorosl_male,2,undirected
ekaterina-vtoraja-rasstroennaja-semja_male,fonvizin-vybor-guvernera_male,2,undirected
ekaterina-vtoraja-rasstroennaja-semja_male,ostrovsky-beshenye-dengi_male,1,undirected
fonvizin-brigadir_fem,fonvizin-brigadir_male,5,undirected
fonvizin-brigadir_fem,fonvizin-nedorosl_male,1,undirected
fonvizin-brigadir_fem,krylov-prokazniki_fem,2,undirected
fonvizin-brigadir_male,ekaterina-vtoraja-o-vremja_male,1,undirected
fonvizin-brigadir_male,ekaterina-vtoraja-rasstroennaja-semja_fem,2,undirected
fonvizin-brigadir_male,ekaterina-vtoraja-rasstroennaja-semja_male,3,undirected
fonvizin-brigadir_male,fonvizin-brigadir_fem,5,undirected
fonvizin-brigadir_male,fonvizin-nedorosl_male,3,undirected
fonvizin-brigadir_male,knyazhnin-neudachnyj-primiritel_male,2,undirected
fonvizin-brigadir_male,kropotov-fomushka_male,1,undirected
fonvizin-brigadir_male,sumarokov-chudovischi_male,3,undirected
fonvizin-brigadir_male,sumarokov-tresotinius_male,1,undirected
fonvizin-korion_fem,kapnist-antigona_fem,3,undirected
fonvizin-korion_fem,knyazhnin-didona_fem,2,undirected
fonvizin-korion_fem,sumarokov-sinav-i-truvor_fem,1,undirected
fonvizin-korion_male,kapnist-antigona_male,1,undirected
fonvizin-korion_male,majkov-agriopa_male,2,undirected
fonvizin-korion_male,sumarokov-artistona_fem,3,undirected
fonvizin-nedorosl_fem,dashkova-toisiokov_male,1,undirected
fonvizin-nedorosl_fem,fonvizin-nedorosl_male,6,undirected
fonvizin-nedorosl_fem,leskov-rastochitel_male,1,undirected
fonvizin-nedorosl_fem,ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,2,undirected
fonvizin-nedorosl_male,dashkova-toisiokov_fem,5,undirected
fonvizin-nedorosl_male,dashkova-toisiokov_male,3,undirected
fonvizin-nedorosl_male,ekaterina-vtoraja-o-vremja_fem,3,undirected
fonvizin-nedorosl_male,ekaterina-vtoraja-o-vremja_male,2,undirected
fonvizin-nedorosl_male,ekaterina-vtoraja-rasstroennaja-semja_male,2,undirected
fonvizin-nedorosl_male,fonvizin-brigadir_fem,1,undirected
fonvizin-nedorosl_male,fonvizin-brigadir_male,3,undirected
fonvizin-nedorosl_male,fonvizin-nedorosl_fem,6,undirected
fonvizin-nedorosl_male,fonvizin-vybor-guvernera_male,3,undirected
fonvizin-nedorosl_male,kropotov-fomushka_male,3,undirected
fonvizin-nedorosl_male,lermontov-strannyj-chelovek_male,1,undirected
fonvizin-nedorosl_male,nekrasov-junost-lomonosova_male,1,undirected
fonvizin-nedorosl_male,nikolev-samolyubivyj-stihotvorec_male,1,undirected
fonvizin-nedorosl_male,ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_fem,1,undirected
fonvizin-nedorosl_male,pisemskij-gorkaja-sudbina_fem,2,undirected
fonvizin-nedorosl_male,plavilshchikov-sgovor-kutejkina_male,1,undirected
fonvizin-nedorosl_male,sudovshchikov-neslyhannoe-divo_male,1,undirected
fonvizin-nedorosl_male,sumarokov-chudovischi_male,1,undirected
fonvizin-vybor-guvernera_fem,bulgakov-vojna-i-mir_male,1,undirected
fonvizin-vybor-guvernera_fem,knyazhnin-traur_male,2,undirected
fonvizin-vybor-guvernera_fem,petrov-ostrov-mira_male,3,undirected
fonvizin-vybor-guvernera_male,ekaterina-vtoraja-rasstroennaja-semja_male,2,undirected
fonvizin-vybor-guvernera_male,fonvizin-nedorosl_male,3,undirected
fonvizin-vybor-guvernera_male,knyazhnin-traur_male,1,undirected
glinka-velzen_fem,glinka-velzen_male,1,undirected
glinka-velzen_fem,krylov-filomela_fem,3,undirected
glinka-velzen_fem,lomonosov-tamira-i-selim_male,2,undirected
glinka-velzen_fem,nekrasov-junost-lomonosova_fem,1,undirected
glinka-velzen_male,blok-balaganchik_male,2,undirected
glinka-velzen_male,glinka-velzen_fem,1,undirected
glinka-velzen_male,kapnist-antigona_male,2,undirected
glinka-velzen_male,kheraskov-osvobozhdennaja-moskva_male,1,undirected
glinka-velzen_male,kheraskov-plamena_male,1,undirected
glinka-velzen_male,ozerov-dmitrij-donskoj_fem,2,undirected
glinka-velzen_male,ozerov-dmitrij-donskoj_male,5,undirected
gogol-igroki_male,gogol-lakeiskaja_male,2,undirected
gogol-igroki_male,gogol-revizor_male,5,undirected
gogol-igroki_male,gogol-teatralnyi-razezd_male,4,undirected
gogol-igroki_male,gogol-tjazhba_male,2,undirected
gogol-igroki_male,gogol-zhenitba_male,5,undirected
gogol-igroki_male,ostrovsky-tyazhelye-dni_fem,2,undirected
gogol-lakeiskaja_fem,blok-korol-na-ploschadi_fem,1,undirected
gogol-lakeiskaja_fem,bulgakov-poloumnyj-zhurden_fem,2,undirected
gogol-lakeiskaja_fem,prutkov-spor-drevnih-grecheskih-filosofov_male,3,undirected
gogol-lakeiskaja_male,gogol-igroki_male,2,undirected
gogol-lakeiskaja_male,gogol-revizor_male,3,undirected
gogol-lakeiskaja_male,ostrovsky-svoi-ljudi_fem,1,undirected
gogol-otryvok_fem,chekhov-ivanov_male,2,undirected
gogol-otryvok_fem,gogol-revizor_male,3,undirected
gogol-otryvok_fem,ostrovsky-bednaja-nevesta_fem,1,undirected
gogol-otryvok_male,chekhov-ivanov_male,2,undirected
gogol-otryvok_male,gogol-revizor_male,3,undirected
gogol-otryvok_male,gogol-teatralnyi-razezd_male,1,undirected
gogol-revizor_fem,bulgakov-dni-turbinyh_male,2,undirected
gogol-revizor_fem,gogol-revizor_male,3,undirected
gogol-revizor_fem,leskov-rastochitel_male,1,undirected
gogol-revizor_male,gogol-igroki_male,5,undirected
gogol-revizor_male,gogol-lakeiskaja_male,3,undirected
gogol-revizor_male,gogol-otryvok_fem,3,undirected
gogol-revizor_male,gogol-otryvok_male,3,undirected
gogol-revizor_male,gogol-revizor_fem,3,undirected
gogol-revizor_male,gogol-teatralnyi-razezd_male,2,undirected
gogol-revizor_male,gogol-tjazhba_male,1,undirected
gogol-revizor_male,gogol-utro-delovogo-cheloveka_male,1,undirected
gogol-revizor_male,gogol-zhenitba_fem,3,undirected
gogol-revizor_male,gogol-zhenitba_male,2,undirected
gogol-revizor_male,nekrasov-shila-v-meshke-ne-utaish_male,1,undirected
gogol-revizor_male,ostrovsky-beshenye-dengi_male,3,undirected
gogol-revizor_male,ostrovsky-bespridannitsa_male,1,undirected
gogol-teatralnyi-razezd_fem,bulgakov-adam-i-eva_male,2,undirected
gogol-teatralnyi-razezd_fem,chekhov-chaika_fem,1,undirected
gogol-teatralnyi-razezd_fem,gogol-teatralnyi-razezd_male,3,undirected
gogol-teatralnyi-razezd_male,gogol-igroki_male,4,undirected
gogol-teatralnyi-razezd_male,gogol-otryvok_male,1,undirected
gogol-teatralnyi-razezd_male,gogol-revizor_male,2,undirected
gogol-teatralnyi-razezd_male,gogol-teatralnyi-razezd_fem,3,undirected
gogol-teatralnyi-razezd_male,gogol-utro-delovogo-cheloveka_male,2,undirected
gogol-teatralnyi-razezd_male,leskov-rastochitel_male,1,undirected
gogol-tjazhba_male,gogol-igroki_male,2,undirected
gogol-tjazhba_male,gogol-revizor_male,1,undirected
gogol-tjazhba_male,gogol-zhenitba_male,4,undirected
gogol-utro-delovogo-cheloveka_fem,artsybashev-revnost_fem,1,undirected
gogol-utro-delovogo-cheloveka_fem,nekrasov-zabrakovannye_fem,3,undirected
gogol-utro-delovogo-cheloveka_fem,prutkov-spor-drevnih-grecheskih-filosofov_male,2,undirected
gogol-utro-delovogo-cheloveka_male,andreyev-mysl_male,3,undirected
gogol-utro-delovogo-cheloveka_male,gogol-revizor_male,1,undirected
gogol-utro-delovogo-cheloveka_male,gogol-teatralnyi-razezd_male,2,undirected
gogol-zhenitba_fem,gogol-revizor_male,3,undirected
gogol-zhenitba_fem,ostrovsky-semejnaya-kartina_fem,1,undirected
gogol-zhenitba_fem,turgenev-razgovor-na-bolshoj-doroge_male,2,undirected
gogol-zhenitba_male,gogol-igroki_male,5,undirected
gogol-zhenitba_male,gogol-revizor_male,2,undirected
gogol-zhenitba_male,gogol-tjazhba_male,4,undirected
gorky-egor-bulychov-i-drugie_fem,andreyev-k-zvezdam_fem,1,undirected
gorky-egor-bulychov-i-drugie_fem,bulgakov-batum_fem,3,undirected
gorky-egor-bulychov-i-drugie_fem,gorky-egor-bulychov-i-drugie_male,3,undirected
gorky-egor-bulychov-i-drugie_fem,gorky-vassa-zheleznova_fem,4,undirected
gorky-egor-bulychov-i-drugie_male,chekhov-na-bolshoi-doroge_male,1,undirected
gorky-egor-bulychov-i-drugie_male,gorky-egor-bulychov-i-drugie_fem,3,undirected
gorky-egor-bulychov-i-drugie_male,gorky-na-dne_male,5,undirected
gorky-egor-bulychov-i-drugie_male,gorky-vassa-zheleznova_fem,1,undirected
gorky-egor-bulychov-i-drugie_male,gorky-vassa-zheleznova_male,2,undirected
gorky-egor-bulychov-i-drugie_male,merezhkovsky-pavel-pervyj_fem,2,undirected
gorky-egor-bulychov-i-drugie_male,merezhkovsky-pavel-pervyj_male,6,undirected
gorky-egor-bulychov-i-drugie_male,ostrovsky-bespridannitsa_male,1,undirected
gorky-na-dne_fem,chekhov-ivanov_male,2,undirected
gorky-na-dne_fem,gorky-na-dne_male,3,undirected
gorky-na-dne_fem,ostrovsky-dohodnoe-mesto_fem,1,undirected
gorky-na-dne_male,gorky-egor-bulychov-i-drugie_male,5,undirected
gorky-na-dne_male,gorky-na-dne_fem,3,undirected
gorky-na-dne_male,gorky-vassa-zheleznova_fem,2,undirected
gorky-na-dne_male,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,1,undirected
gorky-vassa-zheleznova_fem,gorky-egor-bulychov-i-drugie_fem,4,undirected
gorky-vassa-zheleznova_fem,gorky-egor-bulychov-i-drugie_male,1,undirected
gorky-vassa-zheleznova_fem,gorky-na-dne_male,2,undirected
gorky-vassa-zheleznova_fem,gorky-vassa-zheleznova_male,6,undirected
gorky-vassa-zheleznova_male,gorky-egor-bulychov-i-drugie_male,2,undirected
gorky-vassa-zheleznova_male,gorky-vassa-zheleznova_fem,6,undirected
gorky-vassa-zheleznova_male,ostrovsky-shutniki_male,1,undirected
griboyedov-gore-ot-uma_fem,griboyedov-gore-ot-uma_male,3,undirected
griboyedov-gore-ot-uma_fem,shakhovskoy-svoya-semya_fem,1,undirected
griboyedov-gore-ot-uma_fem,shakhovskoy-urok-koketkam_male,2,undirected
griboyedov-gore-ot-uma_male,chekhov-tragik-ponevole_male,1,undirected
griboyedov-gore-ot-uma_male,griboyedov-gore-ot-uma_fem,3,undirected
griboyedov-gore-ot-uma_male,kedrin-rembrandt_male,4,undirected
griboyedov-gore-ot-uma_male,khmelnitsky-govorun_male,2,undirected
griboyedov-gore-ot-uma_male,lazhechnikov-okopirovalsya_male,2,undirected
griboyedov-gore-ot-uma_male,shakhovskoy-pustodomy_male,2,undirected
griboyedov-gore-ot-uma_male,shakhovskoy-svoya-semya_fem,3,undirected
griboyedov-molodye-suprugi_fem,knyazhnin-chudaki_male,2,undirected
griboyedov-molodye-suprugi_fem,knyazhnin-hvastun_male,1,undirected
griboyedov-molodye-suprugi_fem,shakhovskoy-urok-koketkam_male,3,undirected
griboyedov-molodye-suprugi_male,knyazhnin-chudaki_male,2,undirected
griboyedov-molodye-suprugi_male,rostopchina-neludimka_male,1,undirected
griboyedov-molodye-suprugi_male,shakhovskoy-urok-koketkam_male,3,undirected
gumilyov-akteon_fem,gumilyov-ditja-allaha_fem,3,undirected
gumilyov-akteon_fem,gumilyov-ditja-allaha_male,1,undirected
gumilyov-akteon_fem,pushkin-kamenniy-gost_fem,2,undirected
gumilyov-akteon_male,gumilyov-ditja-allaha_male,3,undirected
gumilyov-akteon_male,gumilyov-don-zhuan-v-egipte_fem,1,undirected
gumilyov-akteon_male,gumilyov-gondla_fem,1,undirected
gumilyov-akteon_male,gumilyov-gondla_male,2,undirected
gumilyov-ditja-allaha_fem,gumilyov-akteon_fem,3,undirected
gumilyov-ditja-allaha_fem,gumilyov-ditja-allaha_male,3,undirected
gumilyov-ditja-allaha_fem,gumilyov-gondla_male,1,undirected
gumilyov-ditja-allaha_fem,knyazhnin-olga_fem,2,undirected
gumilyov-ditja-allaha_fem,sumarokov-pridanoe-obmanom_fem,2,undirected
gumilyov-ditja-allaha_male,blok-balaganchik_male,1,undirected
gumilyov-ditja-allaha_male,gumilyov-akteon_fem,1,undirected
gumilyov-ditja-allaha_male,gumilyov-akteon_male,3,undirected
gumilyov-ditja-allaha_male,gumilyov-ditja-allaha_fem,3,undirected
gumilyov-ditja-allaha_male,gumilyov-don-zhuan-v-egipte_male,1,undirected
gumilyov-ditja-allaha_male,gumilyov-gondla_fem,2,undirected
gumilyov-ditja-allaha_male,gumilyov-gondla_male,5,undirected
gumilyov-ditja-allaha_male,lomonosov-tamira-i-selim_male,1,undirected
gumilyov-ditja-allaha_male,prutkov-srodstvo-mirovyh-sil_male,2,undirected
gumilyov-ditja-allaha_male,pushkin-boris-godunov_male,2,undirected
gumilyov-don-zhuan-v-egipte_fem,gumilyov-akteon_male,1,undirected
gumilyov-don-zhuan-v-egipte_fem,nekrasov-zabrakovannye_fem,2,undirected
gumilyov-don-zhuan-v-egipte_fem,prutkov-spor-drevnih-grecheskih-filosofov_male,3,undirected
gumilyov-don-zhuan-v-egipte_male,gumilyov-ditja-allaha_male,1,undirected
gumilyov-don-zhuan-v-egipte_male,kedrin-rembrandt_male,3,undirected
gumilyov-don-zhuan-v-egipte_male,pushkin-boris-godunov_male,2,undirected
gumilyov-gondla_fem,chekhov-tatjana-repina_fem,2,undirected
gumilyov-gondla_fem,gumilyov-akteon_male,1,undirected
gumilyov-gondla_fem,gumilyov-ditja-allaha_male,2,undirected
gumilyov-gondla_fem,gumilyov-gondla_male,3,undirected
gumilyov-gondla_fem,kedrin-rembrandt_male,1,undirected
gumilyov-gondla_male,gumilyov-akteon_male,2,undirected
gumilyov-gondla_male,gumilyov-ditja-allaha_fem,1,undirected
gumilyov-gondla_male,gumilyov-ditja-allaha_male,5,undirected
gumilyov-gondla_male,gumilyov-gondla_fem,3,undirected
gumilyov-gondla_male,nekrasov-zabrakovannye_fem,1,undirected
gumilyov-gondla_male,ostrovsky-snegurochka_fem,4,undirected
gumilyov-gondla_male,pushkin-boris-godunov_male,1,undirected
kapnist-antigona_fem,fonvizin-korion_fem,3,undirected
kapnist-antigona_fem,kheraskov-venecianskaya-monahinya_fem,1,undirected
kapnist-antigona_fem,knyazhnin-didona_fem,5,undirected
kapnist-antigona_fem,knyazhnin-rosslav_male,2,undirected
kapnist-antigona_fem,knyazhnin-vadim-novgorodskij_male,1,undirected
kapnist-antigona_male,fonvizin-korion_male,1,undirected
kapnist-antigona_male,glinka-velzen_male,2,undirected
kapnist-antigona_male,knyazhnin-didona_male,3,undirected
kapnist-antigona_male,knyazhnin-rosslav_male,1,undirected
kapnist-antigona_male,knyazhnin-vadim-novgorodskij_male,2,undirected
kapnist-antigona_male,pushkin-mocart-i-saleri_male,1,undirected
kapnist-yabeda_fem,kapnist-yabeda_male,3,undirected
kapnist-yabeda_fem,pisarev-poezdka-v-kronshtadt_male,1,undirected
kapnist-yabeda_fem,shakhovskoy-svoya-semya_fem,2,undirected
kapnist-yabeda_male,kapnist-yabeda_fem,3,undirected
kapnist-yabeda_male,kedrin-rembrandt_male,3,undirected
kapnist-yabeda_male,khmelnitsky-vozdushnye-zamki_male,2,undirected
kapnist-yabeda_male,kokoshkin-vospitanie_male,4,undirected
kapnist-yabeda_male,prutkov-chereposlov-sirech-frenolog_male,2,undirected
kapnist-yabeda_male,shakhovskoy-ne-lubo-ne-slushai_fem,1,undirected
kapnist-yabeda_male,sudovshchikov-neslyhannoe-divo_male,3,undirected
kedrin-rembrandt_fem,belsky-skazanie-o-nevidimom-grade-kitezhe_fem,2,undirected
kedrin-rembrandt_fem,bulgakov-batum_fem,2,undirected
kedrin-rembrandt_fem,nekrasov-zabrakovannye_male,3,undirected
kedrin-rembrandt_fem,tolstoy-tsar-boris_fem,1,undirected
kedrin-rembrandt_male,bulgakov-dni-turbinyh_male,1,undirected
kedrin-rembrandt_male,chekhov-jubilej_fem,2,undirected
kedrin-rembrandt_male,griboyedov-gore-ot-uma_male,4,undirected
kedrin-rembrandt_male,gumilyov-don-zhuan-v-egipte_male,3,undirected
kedrin-rembrandt_male,gumilyov-gondla_fem,1,undirected
kedrin-rembrandt_male,kapnist-yabeda_male,3,undirected
kedrin-rembrandt_male,khmelnitsky-vozdushnye-zamki_male,1,undirected
kedrin-rembrandt_male,krylov-podschipa-ili-trumf_male,2,undirected
kedrin-rembrandt_male,nekrasov-akter_fem,3,undirected
kedrin-rembrandt_male,nekrasov-zabrakovannye_male,2,undirected
kedrin-rembrandt_male,prutkov-chereposlov-sirech-frenolog_male,3,undirected
kedrin-rembrandt_male,pushkin-kamenniy-gost_male,1,undirected
kedrin-rembrandt_male,pushkin-skupoj-rytsar_male,3,undirected
kheraskov-osvobozhdennaja-moskva_fem,kheraskov-osvobozhdennaja-moskva_male,3,undirected
kheraskov-osvobozhdennaja-moskva_fem,kheraskov-plamena_male,2,undirected
kheraskov-osvobozhdennaja-moskva_fem,kheraskov-venecianskaya-monahinya_fem,1,undirected
kheraskov-osvobozhdennaja-moskva_fem,krylov-amerikantsy_fem,1,undirected
kheraskov-osvobozhdennaja-moskva_male,glinka-velzen_male,1,undirected
kheraskov-osvobozhdennaja-moskva_male,kheraskov-osvobozhdennaja-moskva_fem,3,undirected
kheraskov-osvobozhdennaja-moskva_male,kheraskov-plamena_male,2,undirected
kheraskov-osvobozhdennaja-moskva_male,krylov-amerikantsy_fem,2,undirected
kheraskov-osvobozhdennaja-moskva_male,ozerov-dmitrij-donskoj_male,4,undirected
kheraskov-osvobozhdennaja-moskva_male,pushkin-pir-vo-vremja-chumy_male,2,undirected
kheraskov-plamena_fem,kheraskov-plamena_male,6,undirected
kheraskov-plamena_fem,sumarokov-horev_male,2,undirected
kheraskov-plamena_fem,sumarokov-semira_fem,1,undirected
kheraskov-plamena_male,blok-korol-na-ploschadi_male,3,undirected
kheraskov-plamena_male,ekaterina-vtoraja-iz-zhizni-rjurika_male,3,undirected
kheraskov-plamena_male,glinka-velzen_male,1,undirected
kheraskov-plamena_male,kheraskov-osvobozhdennaja-moskva_fem,2,undirected
kheraskov-plamena_male,kheraskov-osvobozhdennaja-moskva_male,2,undirected
kheraskov-plamena_male,kheraskov-plamena_fem,6,undirected
kheraskov-plamena_male,kheraskov-venecianskaya-monahinya_male,1,undirected
kheraskov-plamena_male,krylov-filomela_fem,1,undirected
kheraskov-plamena_male,majkov-femist-i-ieronima_male,2,undirected
kheraskov-plamena_male,ozerov-dmitrij-donskoj_fem,1,undirected
kheraskov-plamena_male,sumarokov-dimitrij-samozvanets_fem,1,undirected
kheraskov-plamena_male,sumarokov-semira_fem,1,undirected
kheraskov-plamena_male,sumarokov-sinav-i-truvor_male,2,undirected
kheraskov-venecianskaya-monahinya_fem,kapnist-antigona_fem,1,undirected
kheraskov-venecianskaya-monahinya_fem,kheraskov-osvobozhdennaja-moskva_fem,1,undirected
kheraskov-venecianskaya-monahinya_fem,knyazhnin-vadim-novgorodskij_male,2,undirected
kheraskov-venecianskaya-monahinya_fem,majkov-agriopa_fem,3,undirected
kheraskov-venecianskaya-monahinya_fem,sumarokov-artistona_fem,3,undirected
kheraskov-venecianskaya-monahinya_male,kheraskov-plamena_male,1,undirected
kheraskov-venecianskaya-monahinya_male,sumarokov-semira_male,4,undirected
kheraskov-venecianskaya-monahinya_male,sumarokov-sinav-i-truvor_male,2,undirected
khlebnikov-snezhimochka_fem,blok-balaganchik_male,2,undirected
khlebnikov-snezhimochka_fem,khlebnikov-snezhimochka_male,1,undirected
khlebnikov-snezhimochka_fem,prutkov-spor-drevnih-grecheskih-filosofov_male,3,undirected
khlebnikov-snezhimochka_male,blok-neznakomka_male,3,undirected
khlebnikov-snezhimochka_male,khlebnikov-snezhimochka_fem,1,undirected
khlebnikov-snezhimochka_male,mayakovsky-klop_male,1,undirected
khlebnikov-snezhimochka_male,merezhkovsky-pavel-pervyj_male,2,undirected
khmelnitsky-govorun_fem,pisarev-lukavin_male,1,undirected
khmelnitsky-govorun_fem,shakhovskoy-pustodomy_male,2,undirected
khmelnitsky-govorun_fem,shakhovskoy-svoya-semya_fem,3,undirected
khmelnitsky-govorun_male,griboyedov-gore-ot-uma_male,2,undirected
khmelnitsky-govorun_male,lermontov-maskarad_male,3,undirected
khmelnitsky-govorun_male,pisarev-lukavin_male,1,undirected
khmelnitsky-svetskiy-sluchay_fem,pisarev-lukavin_male,3,undirected
khmelnitsky-svetskiy-sluchay_fem,shakhovskoy-pustodomy_male,1,undirected
khmelnitsky-svetskiy-sluchay_fem,zagoskin-blagorodnyj-teatr_male,2,undirected
khmelnitsky-svetskiy-sluchay_male,pisarev-lukavin_male,2,undirected
khmelnitsky-svetskiy-sluchay_male,pisarev-poezdka-v-kronshtadt_male,1,undirected
khmelnitsky-svetskiy-sluchay_male,zagoskin-blagorodnyj-teatr_male,3,undirected
khmelnitsky-vozdushnye-zamki_fem,khmelnitsky-vozdushnye-zamki_male,3,undirected
khmelnitsky-vozdushnye-zamki_fem,pisarev-lukavin_male,2,undirected
khmelnitsky-vozdushnye-zamki_fem,zagoskin-blagorodnyj-teatr_male,1,undirected
khmelnitsky-vozdushnye-zamki_male,kapnist-yabeda_male,2,undirected
khmelnitsky-vozdushnye-zamki_male,kedrin-rembrandt_male,1,undirected
khmelnitsky-vozdushnye-zamki_male,khmelnitsky-vozdushnye-zamki_fem,3,undirected
khmelnitsky-vozdushnye-zamki_male,pisarev-poezdka-v-kronshtadt_male,3,undirected
khmelnitsky-vzaimnye-ispytaniya_fem,khmelnitsky-vzaimnye-ispytaniya_male,6,undirected
khmelnitsky-vzaimnye-ispytaniya_fem,pisarev-lukavin_male,2,undirected
khmelnitsky-vzaimnye-ispytaniya_fem,shakhovskoy-pustodomy_fem,1,undirected
khmelnitsky-vzaimnye-ispytaniya_male,khmelnitsky-vzaimnye-ispytaniya_fem,6,undirected
khmelnitsky-vzaimnye-ispytaniya_male,knyazhnin-chudaki_male,1,undirected
khmelnitsky-vzaimnye-ispytaniya_male,shakhovskoy-urok-koketkam_male,2,undirected
knyazhnin-chudaki_fem,knyazhnin-chudaki_male,3,undirected
knyazhnin-chudaki_fem,knyazhnin-hvastun_fem,2,undirected
knyazhnin-chudaki_fem,knyazhnin-hvastun_male,2,undirected
knyazhnin-chudaki_male,dashkova-toisiokov_fem,2,undirected
knyazhnin-chudaki_male,griboyedov-molodye-suprugi_fem,2,undirected
knyazhnin-chudaki_male,griboyedov-molodye-suprugi_male,2,undirected
knyazhnin-chudaki_male,khmelnitsky-vzaimnye-ispytaniya_male,1,undirected
knyazhnin-chudaki_male,knyazhnin-chudaki_fem,3,undirected
knyazhnin-chudaki_male,knyazhnin-hvastun_fem,3,undirected
knyazhnin-chudaki_male,knyazhnin-hvastun_male,6,undirected
knyazhnin-chudaki_male,knyazhnin-neudachnyj-primiritel_fem,1,undirected
knyazhnin-chudaki_male,kropotov-fomushka_fem,1,undirected
knyazhnin-chudaki_male,krylov-sonnyj-poroshok_male,3,undirected
knyazhnin-chudaki_male,lermontov-menschen-und-leidenschaften_male,1,undirected
knyazhnin-chudaki_male,nekrasov-junost-lomonosova_male,2,undirected
knyazhnin-chudaki_male,nikolev-samolyubivyj-stihotvorec_male,2,undirected
knyazhnin-chudaki_male,pushkin-skupoj-rytsar_male,1,undirected
knyazhnin-chudaki_male,sudovshchikov-neslyhannoe-divo_male,4,undirected
knyazhnin-didona_fem,fonvizin-korion_fem,2,undirected
knyazhnin-didona_fem,kapnist-antigona_fem,5,undirected
knyazhnin-didona_fem,knyazhnin-didona_male,1,undirected
knyazhnin-didona_fem,knyazhnin-rosslav_male,4,undirected
knyazhnin-didona_male,blok-korol-na-ploschadi_fem,3,undirected
knyazhnin-didona_male,kapnist-antigona_male,3,undirected
knyazhnin-didona_male,knyazhnin-didona_fem,1,undirected
knyazhnin-didona_male,knyazhnin-olga_fem,1,undirected
knyazhnin-didona_male,knyazhnin-rosslav_fem,1,undirected
knyazhnin-didona_male,knyazhnin-rosslav_male,6,undirected
knyazhnin-didona_male,knyazhnin-vadim-novgorodskij_fem,2,undirected
knyazhnin-didona_male,knyazhnin-vadim-novgorodskij_male,4,undirected
knyazhnin-didona_male,lomonosov-demofont_male,2,undirected
knyazhnin-didona_male,sumarokov-sinav-i-truvor_male,3,undirected
knyazhnin-hvastun_fem,knyazhnin-chudaki_fem,2,undirected
knyazhnin-hvastun_fem,knyazhnin-chudaki_male,3,undirected
knyazhnin-hvastun_fem,knyazhnin-hvastun_male,5,undirected
knyazhnin-hvastun_fem,krylov-sonnyj-poroshok_fem,2,undirected
knyazhnin-hvastun_male,griboyedov-molodye-suprugi_fem,1,undirected
knyazhnin-hvastun_male,knyazhnin-chudaki_fem,2,undirected
knyazhnin-hvastun_male,knyazhnin-chudaki_male,6,undirected
knyazhnin-hvastun_male,knyazhnin-hvastun_fem,5,undirected
knyazhnin-hvastun_male,krylov-sonnyj-poroshok_fem,3,undirected
knyazhnin-hvastun_male,pisarev-lukavin_fem,3,undirected
knyazhnin-hvastun_male,sudovshchikov-neslyhannoe-divo_fem,2,undirected
knyazhnin-hvastun_male,sudovshchikov-neslyhannoe-divo_male,1,undirected
knyazhnin-neudachnyj-primiritel_fem,knyazhnin-chudaki_male,1,undirected
